,,,,,,,,,Total area (m^2),12000,,Avg,kW,,,
20160516:0756,466.52,839.736,32.43,8.42,3.3,0,,,,,,,,,,
20160516:0856,523.39,942.102,41.27,10.12,3.16,0,,,,,,,,,,
20160516:0956,758.14,1364.652,49.08,11.82,3.02,0,,,,,,,,,,
20160516:1056,1035.89,1864.602,54.85,12.6,3.11,0,,,,,,,,,,
20160516:1156,1066.77,1920.186,57.29,13.39,3.2,0,,,,,,,,,,
20160516:1256,1023.47,1842.246,55.63,14.17,3.3,0,,,,,,,,,,
20160516:1356,905.58,1630.044,50.42,14.73,3.71,0,,,,,,,,,,
20160516:1456,534.27,961.686,42.92,15.28,4.11,0,,,,,,,,,,
20160516:1556,520.93,937.674,34.22,15.83,4.52,0,,,,,,,,,,
20160516:1656,290.08,522.144,25.02,15.42,4.3,0,,,,,,,,,,
20160516:1756,83.38,150.084,15.8,15.01,4.08,0,,,,,,,,,,
20160516:1856,34.81,62.658,6.92,14.6,3.86,0,,,,,,,,,,
20160516:1956,0,0,0,13.53,3.41,0,,,,,,,,,,
20160516:2056,0,0,0,12.47,2.96,0,,,,,,,,,,
20160516:2156,0,0,0,11.41,2.51,0,,,,,,,,,,
20160516:2256,0,0,0,10.55,2.37,0,,,,,,,,,,
20160516:2356,0,0,0,9.68,2.23,0,,,,,,,,,,
20160517:0056,0,0,0,8.82,2.1,0,,,,,,,,,,
20160517:0156,0,0,0,7.98,1.99,0,,,,,,,,,,
20160517:0256,0,0,0,7.13,1.89,0,,,,,,,,,,
20160517:0356,0,0,0,6.28,1.78,0,,,,,,,,,,
20160517:0456,28.12,50.616,5.42,6.81,2.2,0,,,,,,,,,,
20160517:0556,73.36,132.048,14.18,7.33,2.63,0,,,,,,,,,,
20160517:0656,98.19,176.742,23.36,7.85,3.05,0,,,,,,,,,,
20160517:0756,324.23,583.614,32.6,9.21,3.34,0,,,,,,,,,,
20160517:0856,768.71,1383.678,41.45,10.57,3.64,0,,,,,,,,,,
20160517:0956,393.13,707.634,49.28,11.94,3.93,0,,,,,,,,,,
20160517:1056,365.05,657.09,55.06,12.83,4.29,0,,,,,,,,,,
20160517:1156,256.02,460.836,57.52,13.72,4.64,0,,,,,,,,,,
20160517:1256,486.97,876.546,55.85,14.61,4.99,0,,,,,,,,,,
20160517:1356,132.53,238.554,50.62,14.8,5.17,0,,,,,,,,,,
20160517:1456,277.71,499.878,43.11,14.98,5.35,0,,,,,,,,,,
20160517:1556,455.16,819.288,34.4,15.16,5.53,0,,,,,,,,,,
20160517:1656,237.96,428.328,25.2,14.49,5.85,0,,,,,,,,,,
20160517:1756,89.46,161.028,15.98,13.81,6.17,0,,,,,,,,,,
20160517:1856,34.26,61.668,7.11,13.14,6.48,0,,,,,,,,,,
20160517:1956,0,0,0,12.46,6.32,0,,,,,,,,,,
20160517:2056,0,0,0,11.79,6.16,0,,,,,,,,,,
20160517:2156,0,0,0,11.12,6,0,,,,,,,,,,
20160517:2256,0,0,0,10.94,5.97,0,,,,,,,,,,
20160517:2356,0,0,0,10.77,5.94,0,,,,,,,,,,
20160518:0056,0,0,0,10.59,5.92,0,,,,,,,,,,
20160518:0156,0,0,0,10.36,6.26,0,,,,,,,,,,
20160518:0256,0,0,0,10.12,6.6,0,,,,,,,,,,
20160518:0356,0,0,0,9.89,6.94,0,,,,,,,,,,
20160518:0456,30.28,54.504,5.6,9.9,6.83,0,,,,,,,,,,
20160518:0556,7.32,13.176,14.35,9.92,6.73,0,,,,,,,,,,
20160518:0656,111.33,200.394,23.52,9.94,6.62,0,,,,,,,,,,
20160518:0756,99.46,179.028,32.76,10.13,6.51,0,,,,,,,,,,
20160518:0856,185.58,334.044,41.63,10.32,6.39,0,,,,,,,,,,
20160518:0956,280,504,49.46,10.52,6.28,0,,,,,,,,,,
20160518:1056,642.71,1156.878,55.27,10.94,5.54,0,,,,,,,,,,
20160518:1156,152.86,275.148,57.74,11.37,4.8,0,,,,,,,,,,
20160518:1256,374.25,673.65,56.07,11.79,4.06,0,,,,,,,,,,
20160518:1356,151.27,272.286,50.82,11.93,4.17,0,,,,,,,,,,
20160518:1456,32.88,59.184,43.29,12.07,4.29,0,,,,,,,,,,
20160518:1556,272.88,491.184,34.57,12.2,4.4,0,,,,,,,,,,
20160518:1656,207.75,373.95,25.37,11.92,5.04,0,,,,,,,,,,
20160518:1756,8.69,15.642,16.15,11.64,5.68,0,,,,,,,,,,
20160518:1856,15.24,27.432,7.29,11.36,6.32,0,,,,,,,,,,
20160518:1956,0,0,0,10.62,5.94,0,,,,,,,,,,
20160518:2056,0,0,0,9.87,5.55,0,,,,,,,,,,
20160518:2156,0,0,0,9.12,5.17,0,,,,,,,,,,
20160518:2256,0,0,0,8.83,4.97,0,,,,,,,,,,
20160518:2356,0,0,0,8.53,4.77,0,,,,,,,,,,
20160519:0056,0,0,0,8.24,4.57,0,,,,,,,,,,
20160519:0156,0,0,0,7.97,4.51,0,,,,,,,,,,
20160519:0256,0,0,0,7.7,4.46,0,,,,,,,,,,
20160519:0356,0,0,0,7.43,4.4,0,,,,,,,,,,
20160519:0456,29.43,52.974,5.76,7.77,4.13,0,,,,,,,,,,
20160519:0556,100.3,180.54,14.51,8.11,3.86,0,,,,,,,,,,
20160519:0656,205.72,370.296,23.68,8.44,3.59,0,,,,,,,,,,
20160519:0756,553.64,996.552,32.92,9.99,3.45,0,,,,,,,,,,
20160519:0856,547.74,985.932,41.79,11.54,3.31,0,,,,,,,,,,
20160519:0956,665,1197,49.65,13.1,3.17,0,,,,,,,,,,
20160519:1056,784.41,1411.938,55.48,14.25,3.29,0,,,,,,,,,,
20160519:1156,789.53,1421.154,57.96,15.41,3.41,0,,,,,,,,,,
20160519:1256,601.33,1082.394,56.28,16.56,3.53,0,,,,,,,,,,
20160519:1356,629.35,1132.83,51.02,16.34,4.69,0,,,,,,,,,,
20160519:1456,299.42,538.956,43.47,16.12,5.85,0,,,,,,,,,,
20160519:1556,174.27,313.686,34.75,15.9,7.01,0,,,,,,,,,,
20160519:1656,64.45,116.01,25.54,14.76,6.92,0,,,,,,,,,,
20160519:1756,40.48,72.864,16.32,13.61,6.84,0,,,,,,,,,,
20160519:1856,19.48,35.064,7.47,12.47,6.76,0,,,,,,,,,,
20160519:1956,0,0,0,12.06,6.55,0,,,,,,,,,,
20160519:2056,0,0,0,11.65,6.34,0,,,,,,,,,,
20160519:2156,0,0,0,11.25,6.12,0,,,,,,,,,,
20160519:2256,0,0,0,11.37,6.06,0,,,,,,,,,,
20160519:2356,0,0,0,11.48,6,0,,,,,,,,,,
20160520:0056,0,0,0,11.6,5.94,0,,,,,,,,,,
20160520:0156,0,0,0,11.58,5.84,0,,,,,,,,,,
20160520:0256,0,0,0,11.56,5.74,0,,,,,,,,,,
20160520:0356,0,0,0,11.53,5.64,0,,,,,,,,,,
20160520:0456,32.31,58.158,5.93,11.44,5.55,0,,,,,,,,,,
20160520:0556,99.54,179.172,14.66,11.35,5.46,0,,,,,,,,,,
20160520:0656,236.3,425.34,23.83,11.26,5.37,0,,,,,,,,,,
20160520:0756,270.51,486.918,33.08,11.58,5.54,0,,,,,,,,,,
20160520:0856,369.36,664.848,41.96,11.89,5.71,0,,,,,,,,,,
20160520:0956,431.73,777.114,49.83,12.21,5.89,0,,,,,,,,,,
20160520:1056,388.43,699.174,55.67,12.94,5.95,0,,,,,,,,,,
20160520:1156,499.87,899.766,58.17,13.67,6.01,0,,,,,,,,,,
20160520:1256,569.4,1024.92,56.49,14.4,6.07,0,,,,,,,,,,
20160520:1356,356.69,642.042,51.21,15.02,6.13,0,,,,,,,,,,
20160520:1456,363.43,654.174,43.65,15.64,6.19,0,,,,,,,,,,
20160520:1556,232.29,418.122,34.92,16.26,6.25,0,,,,,,,,,,
20160520:1656,273.87,492.966,25.71,15.63,6.19,0,,,,,,,,,,
20160520:1756,112.84,203.112,16.49,14.99,6.13,0,,,,,,,,,,
20160520:1856,37.56,67.608,7.64,14.35,6.07,0,,,,,,,,,,
20160520:1956,0,0,0,13.59,6.05,0,,,,,,,,,,
20160520:2056,0,0,0,12.82,6.03,0,,,,,,,,,,
20160520:2156,0,0,0,12.06,6.01,0,,,,,,,,,,
20160520:2256,0,0,0,11.93,6.42,0,,,,,,,,,,
20160520:2356,0,0,0,11.81,6.83,0,,,,,,,,,,
20160521:0056,0,0,0,11.68,7.24,0,,,,,,,,,,
20160521:0156,0,0,0,11.6,7.38,0,,,,,,,,,,
20160521:0256,0,0,0,11.52,7.52,0,,,,,,,,,,
20160521:0356,0,0,0,11.44,7.66,0,,,,,,,,,,
20160521:0456,10.29,18.522,6.08,11.42,7.7,0,,,,,,,,,,
20160521:0556,90.98,163.764,14.81,11.4,7.75,0,,,,,,,,,,
20160521:0656,100.28,180.504,23.98,11.37,7.79,0,,,,,,,,,,
20160521:0756,88.41,159.138,33.22,11.59,8.35,0,,,,,,,,,,
20160521:0856,183.38,330.084,42.11,11.81,8.91,0,,,,,,,,,,
20160521:0956,162.55,292.59,50,12.04,9.48,0,,,,,,,,,,
20160521:1056,269.75,485.55,55.86,11.99,9.15,0,,,,,,,,,,
20160521:1156,315.81,568.458,58.37,11.95,8.82,0,,,,,,,,,,
20160521:1256,216.3,389.34,56.69,11.9,8.5,0,,,,,,,,,,
20160521:1356,209.4,376.92,51.4,13.06,8.4,0,,,,,,,,,,
20160521:1456,152.81,275.058,43.83,14.22,8.31,0,,,,,,,,,,
20160521:1556,102.01,183.618,35.08,15.38,8.22,0,,,,,,,,,,
20160521:1656,57.99,104.382,25.87,14.29,7.46,0,,,,,,,,,,
20160521:1756,8.87,15.966,16.66,13.2,6.7,0,,,,,,,,,,
20160521:1856,38.66,69.588,7.81,12.1,5.94,0,,,,,,,,,,
20160521:1956,0,0,0,11.63,5.32,0,,,,,,,,,,
20160521:2056,0,0,0,11.15,4.7,0,,,,,,,,,,
20160521:2156,0,0,0,10.68,4.08,0,,,,,,,,,,
20160521:2256,0,0,0,10.3,3.71,0,,,,,,,,,,
20160521:2356,0,0,0,9.92,3.34,0,,,,,,,,,,
20160522:0056,0,0,0,9.54,2.97,0,,,,,,,,,,
20160522:0156,0,0,0,9.18,2.67,0,,,,,,,,,,
20160522:0256,0,0,0,8.82,2.37,0,,,,,,,,,,
20160522:0356,0,0,0,8.45,2.07,0,,,,,,,,,,
20160522:0456,35.7,64.26,6.23,8.69,2.08,0,,,,,,,,,,
20160522:0556,119.51,215.118,14.96,8.92,2.09,0,,,,,,,,,,
20160522:0656,184.27,331.686,24.12,9.15,2.1,0,,,,,,,,,,
20160522:0756,470.88,847.584,33.36,10.49,1.95,0,,,,,,,,,,
20160522:0856,525.13,945.234,42.26,11.83,1.81,0,,,,,,,,,,
20160522:0956,535.63,964.134,50.16,13.17,1.67,0,,,,,,,,,,
20160522:1056,631.97,1137.546,56.05,13.91,1.95,0,,,,,,,,,,
20160522:1156,635.96,1144.728,58.57,14.66,2.24,0,,,,,,,,,,
20160522:1256,318.96,574.128,56.89,15.4,2.52,0,,,,,,,,,,
20160522:1356,319.88,575.784,51.58,14.97,2.85,0,,,,,,,,,,
20160522:1456,218.67,393.606,44,14.54,3.17,0,,,,,,,,,,
20160522:1556,287.54,517.572,35.24,14.11,3.49,0,,,,,,,,,,
20160522:1656,218.08,392.544,26.03,13.55,3.7,0,,,,,,,,,,
20160522:1756,92.28,166.104,16.82,12.99,3.91,0,,,,,,,,,,
20160522:1856,45.78,82.404,7.98,12.43,4.12,0,,,,,,,,,,
20160522:1956,0,0,0,11.57,3.97,0,,,,,,,,,,
20160522:2056,0,0,0,10.71,3.82,0,,,,,,,,,,
20160522:2156,0,0,0,9.85,3.67,0,,,,,,,,,,
20160522:2256,0,0,0,9.43,3.57,0,,,,,,,,,,
20160522:2356,0,0,0,9.02,3.47,0,,,,,,,,,,
20160523:0056,0,0,0,8.6,3.37,0,,,,,,,,,,
20160523:0156,0,0,0,8.24,3.39,0,,,,,,,,,,
20160523:0256,0,0,0,7.88,3.41,0,,,,,,,,,,
20160523:0356,0,0,0,7.51,3.43,0,,,,,,,,,,
20160523:0456,32.52,58.536,6.38,7.93,3.89,0,,,,,,,,,,
20160523:0556,118.72,213.696,15.09,8.34,4.34,0,,,,,,,,,,
20160523:0656,335.1,603.18,24.25,8.75,4.79,0,,,,,,,,,,
20160523:0756,492.93,887.274,33.5,10.35,5.06,0,,,,,,,,,,
20160523:0856,769.6,1385.28,42.4,11.95,5.34,0,,,,,,,,,,
20160523:0956,684.48,1232.064,50.32,13.56,5.61,0,,,,,,,,,,
20160523:1056,1030.49,1854.882,56.23,14.21,5.3,0,,,,,,,,,,
20160523:1156,802.26,1444.068,58.77,14.86,4.99,0,,,,,,,,,,
20160523:1256,775.17,1395.306,57.08,15.51,4.68,0,,,,,,,,,,
20160523:1356,200.79,361.422,51.76,15.46,4.31,0,,,,,,,,,,
20160523:1456,263.12,473.616,44.16,15.41,3.95,0,,,,,,,,,,
20160523:1556,363.47,654.246,35.4,15.36,3.59,0,,,,,,,,,,
20160523:1656,271.48,488.664,26.19,14.87,3.48,0,,,,,,,,,,
20160523:1756,118.85,213.93,16.98,14.38,3.37,0,,,,,,,,,,
20160523:1856,47.77,85.986,8.14,13.89,3.27,0,,,,,,,,,,
20160523:1956,0,0,0,12.68,2.84,0,,,,,,,,,,
20160523:2056,0,0,0,11.47,2.41,0,,,,,,,,,,
20160523:2156,0,0,0,10.27,1.99,0,,,,,,,,,,
20160523:2256,0,0,0,9.63,2.05,0,,,,,,,,,,
20160523:2356,0,0,0,8.98,2.11,0,,,,,,,,,,
20160524:0056,0,0,0,8.34,2.17,0,,,,,,,,,,
20160524:0156,0,0,0,7.76,2.33,0,,,,,,,,,,
20160524:0256,0,0,0,7.17,2.5,0,,,,,,,,,,
20160524:0356,0,0,0,6.59,2.66,0,,,,,,,,,,
20160524:0456,33.37,60.066,6.52,6.89,3.03,0,,,,,,,,,,
20160524:0556,75.37,135.666,15.23,7.2,3.41,0,,,,,,,,,,
20160524:0656,338.53,609.354,24.38,7.5,3.78,0,,,,,,,,,,
20160524:0756,567.81,1022.058,33.63,9.02,3.95,0,,,,,,,,,,
20160524:0856,776.12,1397.016,42.54,10.54,4.12,0,,,,,,,,,,
20160524:0956,755.76,1360.368,50.47,12.07,4.29,0,,,,,,,,,,
20160524:1056,856.13,1541.034,56.4,13.09,4.58,0,,,,,,,,,,
20160524:1156,667.96,1202.328,58.95,14.11,4.88,0,,,,,,,,,,
20160524:1256,308.12,554.616,57.27,15.13,5.17,0,,,,,,,,,,
20160524:1356,420.28,756.504,51.93,15.09,5.49,0,,,,,,,,,,
20160524:1456,369.91,665.838,44.33,15.05,5.8,0,,,,,,,,,,
20160524:1556,325.39,585.702,35.56,15,6.11,0,,,,,,,,,,
20160524:1656,302.05,543.69,26.34,14.4,5.92,0,,,,,,,,,,
20160524:1756,88.53,159.354,17.14,13.8,5.73,0,,,,,,,,,,
20160524:1856,40.74,73.332,8.31,13.2,5.54,0,,,,,,,,,,
20160524:1956,0,0,0,11.87,5.09,0,,,,,,,,,,
20160524:2056,0,0,0,10.53,4.64,0,,,,,,,,,,
20160524:2156,0,0,0,9.19,4.19,0,,,,,,,,,,
20160524:2256,0,0,0,8.52,4.19,0,,,,,,,,,,
20160524:2356,0,0,0,7.86,4.18,0,,,,,,,,,,
20160525:0056,0,0,0,7.19,4.18,0,,,,,,,,,,
20160525:0156,0,0,0,6.98,4.03,0,,,,,,,,,,
20160525:0256,0,0,0,6.76,3.88,0,,,,,,,,,,
20160525:0356,0,0,0,6.55,3.72,0,,,,,,,,,,
20160525:0456,29.18,52.524,6.65,6.83,4.13,0,,,,,,,,,,
20160525:0556,92.26,166.068,15.35,7.12,4.54,0,,,,,,,,,,
20160525:0656,179.45,323.01,24.5,7.4,4.95,0,,,,,,,,,,
20160525:0756,180.41,324.738,33.75,8.33,4.8,0,,,,,,,,,,
20160525:0856,295.15,531.27,42.67,9.25,4.64,0,,,,,,,,,,
20160525:0956,295.66,532.188,50.62,10.18,4.48,0,,,,,,,,,,
20160525:1056,309.91,557.838,56.56,11.06,4.17,0,,,,,,,,,,
20160525:1156,234.36,421.848,59.13,11.93,3.85,0,,,,,,,,,,
20160525:1256,242.75,436.95,57.45,12.81,3.53,0,,,,,,,,,,
20160525:1356,166.55,299.79,52.1,13.09,3.51,0,,,,,,,,,,
20160525:1456,145.04,261.072,44.48,13.37,3.49,0,,,,,,,,,,
20160525:1556,111.61,200.898,35.71,13.64,3.46,0,,,,,,,,,,
20160525:1656,99.37,178.866,26.49,13.3,3.21,0,,,,,,,,,,
20160525:1756,70.27,126.486,17.29,12.96,2.97,0,,,,,,,,,,
20160525:1856,37.05,66.69,8.46,12.62,2.72,0,,,,,,,,,,
20160525:1956,0,0,0,12.14,2.35,0,,,,,,,,,,
20160525:2056,0,0,0,11.65,1.99,0,,,,,,,,,,
20160525:2156,0,0,0,11.16,1.63,0,,,,,,,,,,
20160525:2256,0,0,0,10.39,1.7,0,,,,,,,,,,
20160525:2356,0,0,0,9.63,1.77,0,,,,,,,,,,
20160526:0056,0,0,0,8.86,1.85,0,,,,,,,,,,
20160526:0156,0,0,0,8.12,1.68,0,,,,,,,,,,
20160526:0256,0,0,0,7.38,1.52,0,,,,,,,,,,
20160526:0356,0,0,0,6.64,1.35,0,,,,,,,,,,
20160526:0456,26.68,48.024,6.78,7.19,1.02,0,,,,,,,,,,
20160526:0556,81.84,147.312,15.47,7.75,0.68,0,,,,,,,,,,
20160526:0656,148.44,267.192,24.62,8.3,0.34,0,,,,,,,,,,
20160526:0756,312.93,563.274,33.87,9.76,0.35,0,,,,,,,,,,
20160526:0856,498.87,897.966,42.8,11.22,0.36,0,,,,,,,,,,
20160526:0956,821.33,1478.394,50.75,12.68,0.37,0,,,,,,,,,,
20160526:1056,1025.71,1846.278,56.72,13.72,0.59,0,,,,,,,,,,
20160526:1156,1056.66,1901.988,59.31,14.76,0.81,0,,,,,,,,,,
20160526:1256,1015.03,1827.054,57.62,15.8,1.03,0,,,,,,,,,,
20160526:1356,900.99,1621.782,52.27,16.25,0.97,0,,,,,,,,,,
20160526:1456,733.44,1320.192,44.64,16.69,0.91,0,,,,,,,,,,
20160526:1556,416.13,749.034,35.86,17.13,0.84,0,,,,,,,,,,
20160526:1656,299.37,538.866,26.64,17.01,0.89,0,,,,,,,,,,
20160526:1756,89.8,161.64,17.44,16.89,0.94,0,,,,,,,,,,
20160526:1856,41.41,74.538,8.62,16.77,0.99,0,,,,,,,,,,
20160526:1956,0,0,0,15.12,1.46,0,,,,,,,,,,
20160526:2056,0,0,0,13.46,1.92,0,,,,,,,,,,
20160526:2156,0,0,0,11.81,2.39,0,,,,,,,,,,
20160526:2256,0,0,0,11.15,2.34,0,,,,,,,,,,
20160526:2356,0,0,0,10.49,2.29,0,,,,,,,,,,
20160527:0056,0,0,0,9.83,2.25,0,,,,,,,,,,
20160527:0156,0,0,0,9.26,2.22,0,,,,,,,,,,
20160527:0256,0,0,0,8.68,2.18,0,,,,,,,,,,
20160527:0356,0,0,0,8.1,2.15,0,,,,,,,,,,
20160527:0456,35.4,63.72,6.9,8.55,2.65,0,,,,,,,,,,
20160527:0556,94.84,170.712,15.59,9,3.14,0,,,,,,,,,,
20160527:0656,170.83,307.494,24.73,9.45,3.64,0,,,,,,,,,,
20160527:0756,328.42,591.156,33.98,11.19,3.66,0,,,,,,,,,,
20160527:0856,741.1,1333.98,42.91,12.93,3.67,0,,,,,,,,,,
20160527:0956,892.81,1607.058,50.89,14.68,3.68,0,,,,,,,,,,
20160527:1056,1010.53,1818.954,56.88,15.44,3.58,0,,,,,,,,,,
20160527:1156,1041.25,1874.25,59.48,16.21,3.47,0,,,,,,,,,,
20160527:1256,1000.35,1800.63,57.79,16.97,3.37,0,,,,,,,,,,
20160527:1356,564.79,1016.622,52.43,17.36,3.05,0,,,,,,,,,,
20160527:1456,557.36,1003.248,44.79,17.75,2.74,0,,,,,,,,,,
20160527:1556,412.72,742.896,36.01,18.14,2.43,0,,,,,,,,,,
20160527:1656,296.34,533.412,26.78,17.72,2.45,0,,,,,,,,,,
20160527:1756,109.68,197.424,17.58,17.3,2.46,0,,,,,,,,,,
20160527:1856,50.01,90.018,8.77,16.88,2.48,0,,,,,,,,,,
20160527:1956,0.34,0.612,0.68,15.54,2.55,0,,,,,,,,,,
20160527:2056,0,0,0,14.21,2.61,0,,,,,,,,,,
20160527:2156,0,0,0,12.88,2.68,0,,,,,,,,,,
20160527:2256,0,0,0,12.19,2.71,0,,,,,,,,,,
20160527:2356,0,0,0,11.51,2.75,0,,,,,,,,,,
20160528:0056,0,0,0,10.82,2.79,0,,,,,,,,,,
20160528:0156,0,0,0,10.12,2.66,0,,,,,,,,,,
20160528:0256,0,0,0,9.42,2.53,0,,,,,,,,,,
20160528:0356,0,0,0,8.73,2.4,0,,,,,,,,,,
20160528:0456,39.09,70.362,7.02,9.01,2.8,0,,,,,,,,,,
20160528:0556,120.65,217.17,15.69,9.3,3.21,0,,,,,,,,,,
20160528:0656,242.76,436.968,24.83,9.59,3.61,0,,,,,,,,,,
20160528:0756,419.66,755.388,34.09,11.21,3.55,0,,,,,,,,,,
20160528:0856,594.16,1069.488,43.03,12.83,3.49,0,,,,,,,,,,
20160528:0956,717.23,1291.014,51.01,14.45,3.42,0,,,,,,,,,,
20160528:1056,941.4,1694.52,57.02,15.66,3.43,0,,,,,,,,,,
20160528:1156,890.53,1602.954,59.64,16.87,3.45,0,,,,,,,,,,
20160528:1256,794.39,1429.902,57.96,18.08,3.46,0,,,,,,,,,,
20160528:1356,673.59,1212.462,52.59,17.88,3.52,0,,,,,,,,,,
20160528:1456,721.79,1299.222,44.94,17.68,3.58,0,,,,,,,,,,
20160528:1556,415.79,748.422,36.15,17.48,3.64,0,,,,,,,,,,
20160528:1656,269.99,485.982,26.92,17.29,3.63,0,,,,,,,,,,
20160528:1756,91.1,163.98,17.72,17.1,3.61,0,,,,,,,,,,
20160528:1856,42.09,75.762,8.91,16.91,3.6,0,,,,,,,,,,
20160528:1956,3.05,5.49,0.83,15.47,3.28,0,,,,,,,,,,
20160528:2056,0,0,0,14.04,2.96,0,,,,,,,,,,
20160528:2156,0,0,0,12.61,2.63,0,,,,,,,,,,
20160528:2256,0,0,0,11.8,2.6,0,,,,,,,,,,
20160528:2356,0,0,0,10.99,2.56,0,,,,,,,,,,
20160529:0056,0,0,0,10.18,2.52,0,,,,,,,,,,
20160529:0156,0,0,0,9.45,2.53,0,,,,,,,,,,
20160529:0256,0,0,0,8.71,2.53,0,,,,,,,,,,
20160529:0356,0,0,0,7.97,2.54,0,,,,,,,,,,
20160529:0456,35.23,63.414,7.12,8.43,3.29,0,,,,,,,,,,
20160529:0556,91.9,165.42,15.8,8.89,4.05,0,,,,,,,,,,
20160529:0656,125.82,226.476,24.93,9.35,4.8,0,,,,,,,,,,
20160529:0756,216.12,389.016,34.19,11.18,5.03,0,,,,,,,,,,
20160529:0856,331.58,596.844,43.13,13,5.26,0,,,,,,,,,,
20160529:0956,577.43,1039.374,51.13,14.83,5.49,0,,,,,,,,,,
20160529:1056,413.75,744.75,57.16,16.08,5.65,0,,,,,,,,,,
20160529:1156,429.89,773.802,59.8,17.32,5.81,0,,,,,,,,,,
20160529:1256,714.17,1285.506,58.12,18.57,5.97,0,,,,,,,,,,
20160529:1356,499.86,899.748,52.74,18.29,5.94,0,,,,,,,,,,
20160529:1456,729.25,1312.65,45.08,18.01,5.9,0,,,,,,,,,,
20160529:1556,523.5,942.3,36.29,17.73,5.86,0,,,,,,,,,,
20160529:1656,300.8,541.44,27.06,17.51,5.67,0,,,,,,,,,,
20160529:1756,123.95,223.11,17.86,17.29,5.48,0,,,,,,,,,,
20160529:1856,51.07,91.926,9.06,17.07,5.28,0,,,,,,,,,,
20160529:1956,3.9,7.02,0.98,15.84,4.78,0,,,,,,,,,,
20160529:2056,0,0,0,14.61,4.28,0,,,,,,,,,,
20160529:2156,0,0,0,13.39,3.78,0,,,,,,,,,,
20160529:2256,0,0,0,12.65,3.89,0,,,,,,,,,,
20160529:2356,0,0,0,11.91,3.99,0,,,,,,,,,,
20160530:0056,0,0,0,11.17,4.1,0,,,,,,,,,,
20160530:0156,0,0,0,10.48,4.23,0,,,,,,,,,,
20160530:0256,0,0,0,9.79,4.36,0,,,,,,,,,,
20160530:0356,0,0,0,9.1,4.5,0,,,,,,,,,,
20160530:0456,40.02,72.036,7.23,9.47,5.14,0,,,,,,,,,,
20160530:0556,50.76,91.368,15.89,9.84,5.79,0,,,,,,,,,,
20160530:0656,111.23,200.214,25.03,10.21,6.44,0,,,,,,,,,,
20160530:0756,165.16,297.288,34.28,11.56,6.57,0,,,,,,,,,,
20160530:0856,221.87,399.366,43.23,12.9,6.69,0,,,,,,,,,,
20160530:0956,186.38,335.484,51.25,14.25,6.81,0,,,,,,,,,,
20160530:1056,238.64,429.552,57.29,15.38,7.03,0,,,,,,,,,,
20160530:1156,258.84,465.912,59.95,16.52,7.24,0,,,,,,,,,,
20160530:1256,333.22,599.796,58.27,17.65,7.45,0,,,,,,,,,,
20160530:1356,205.75,370.35,52.89,17.74,7.57,0,,,,,,,,,,
20160530:1456,244.6,440.28,45.22,17.83,7.7,0,,,,,,,,,,
20160530:1556,201.7,363.06,36.42,17.92,7.82,0,,,,,,,,,,
20160530:1656,197.74,355.932,27.19,17.44,7.48,0,,,,,,,,,,
20160530:1756,78.48,141.264,18,16.95,7.14,0,,,,,,,,,,
20160530:1856,52.09,93.762,9.19,16.47,6.8,0,,,,,,,,,,
20160530:1956,0.76,1.368,1.12,15.52,6.67,0,,,,,,,,,,
20160530:2056,0,0,0,14.57,6.54,0,,,,,,,,,,
20160530:2156,0,0,0,13.63,6.41,0,,,,,,,,,,
20160530:2256,0,0,0,13.1,6.66,0,,,,,,,,,,
20160530:2356,0,0,0,12.58,6.9,0,,,,,,,,,,
20160531:0056,0,0,0,12.05,7.14,0,,,,,,,,,,
20160531:0156,0,0,0,11.81,7.56,0,,,,,,,,,,
20160531:0256,0,0,0,11.56,7.98,0,,,,,,,,,,
20160531:0356,0,0,0,11.31,8.4,0,,,,,,,,,,
20160531:0456,35.32,63.576,7.33,11.4,8.63,0,,,,,,,,,,
20160531:0556,68.76,123.768,15.98,11.49,8.85,0,,,,,,,,,,
20160531:0656,53.44,96.192,25.11,11.58,9.08,0,,,,,,,,,,
20160531:0756,140.54,252.972,34.37,12.35,9.32,0,,,,,,,,,,
20160531:0856,178.89,322.002,43.33,13.12,9.56,0,,,,,,,,,,
20160531:0956,148.49,267.282,51.35,13.89,9.81,0,,,,,,,,,,
20160531:1056,126.02,226.836,57.42,14.44,9.7,0,,,,,,,,,,
20160531:1156,108.38,195.084,60.09,15,9.6,0,,,,,,,,,,
20160531:1256,162.18,291.924,58.42,15.55,9.49,0,,,,,,,,,,
20160531:1356,94.96,170.928,53.03,15.25,9.64,0,,,,,,,,,,
20160531:1456,88.55,159.39,45.36,14.95,9.78,0,,,,,,,,,,
20160531:1556,165.69,298.242,36.55,14.65,9.93,0,,,,,,,,,,
20160531:1656,17.46,31.428,27.32,14.45,9.2,0,,,,,,,,,,
20160531:1756,105.24,189.432,18.13,14.25,8.47,0,,,,,,,,,,
20160531:1856,3.85,6.93,9.33,14.05,7.74,0,,,,,,,,,,
20160531:1956,4.28,7.704,1.26,13.58,7.46,0,,,,,,,,,,
20160531:2056,0,0,0,13.12,7.19,0,,,,,,,,,,
20160531:2156,0,0,0,12.66,6.91,0,,,,,,,,,,
20160531:2256,0,0,0,12.37,6.82,0,,,,,,,,,,
20160531:2356,0,0,0,12.07,6.74,0,,,,,,,,,,
